Authors,Author Full Names,Title,Source Title,Document Type,Publisher,Publication Year,Volume,Issue,DOI,Link,ISSN,ISBN,Number of Pages,Author Keywords,Language,Source,Abstract
"Saputro, MYA; Sari, RF","Saputro, Muhammad Yanuar Ary; Sari, Riri Fitri",Performance Evaluation of Broadcast Domain on the Lightweight Multi-Fog Blockchain Platform for a LoRa-Based Internet of Things Network,ENERGIES,Article,MDPI,2021,14,8,10.3390/en14082265,http://dx.doi.org/10.3390/en14082265,,,,IoT; LoRa; blockchain; latency; LMF; LSB; lightweight,English,Web of Science,"The Internet of Things (IoT) is a technology that allows every object or item to become part of the Internet and interact with each other. One of the technologies based on the IoT is Long Range (LoRa). Apart from the increasing number of IoT services, security aspects become a separate issue in the development of the IoT. One of the solutions is to utilize blockchain technology in the IoT topology to secure the data and transactions that occur in the IoT network. The blockchain can take minutes to compute a cryptographic chain. It also needs sufficient computing resources. This problem gave rise to the idea of establishing a lightweight blockchain platform with low latency that could run on devices with low computing resources as well as IoT devices. We offered a technology called Lightweight Multi-Fog (LMF) in our previous publication that is implemented using the Lightweight Scalable Blockchain (LSB) algorithm and the fog network on the IoT to solve the problem of integrating a blockchain with the IoT. In this paper, we simulate how the broadcast domain on LMF works and verify the results in lower latency and energy transmission compared to the standard blockchain model. The results showed that the average increase of the total delivery time (T-average) on the LMF platform was smaller than the average increase of the total delivery time (T-average), which was 0.53% for the variations in the number of nodes and 0.27% for the variations in the number of brokers/miners. Regarding the average increase of the total energy delivery (E-average), the Proof of Work (PoW) platform has a smaller increase of the total energy delivery (E-average), which is 1.68% during the variations in the number of nodes. In contrast, the LMF platform has a smaller average increase of the total shipping energy (E-average), which is 0.28% for the variations in the number of brokers/miners."
"Li, M; Zhu, LH; Lin, XD","Li, Meng; Zhu, Liehuang; Lin, Xiaodong",Efficient and Privacy-Preserving Carpooling Using Blockchain-Assisted Vehicular Fog Computing,IEEE INTERNET OF THINGS JOURNAL,Article,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,2019,6,3,10.1109/JIOT.2018.2868076,http://dx.doi.org/10.1109/JIOT.2018.2868076,2327-4662,,12,Blockchain; carpooling; fog computing; security and privacy; user matching,English,Web of Science,"Carpooling enables passengers to share a vehicle to reduce traveling time, vehicle carbon emissions, and traffic congestion. However, the majority of passengers lean to find local drivers, but querying a remote cloud server leads to an unnecessary communication overhead and an increased response delay. Recently, fog computing is introduced to provide local data processing with low latency, but it also raises new security and privacy concerns because users' private information (e.g., identity and location) could be disclosed when these information are shared during carpooling. While they can be encrypted before transmission, it makes user matching a challenging task and malicious users can upload false locations. Moreover, carpooling records should be kept in a distributed manner to guarantee reliable data auditability. To address these problems, we propose an efficient and privacy-preserving carpooling scheme using blockchain-assisted vehicular fog computing to support conditional privacy, one-to-many matching, destination matching, and data auditability. Specifically, we authenticate users in a conditionally anonymous way. Also, we adopt private proximity test to achieve one-to-many proximity matching and extend it to efficiently establish a secret communication key between a passenger and a driver. We store all location grids into a tree and achieve get-off location matching using a range query technique. A private blockchain is built to store carpooling records. Finally, we analyze the security and privacy properties of the proposed scheme, and evaluate its performance in terms of computational costs and communication overhead."
"Xu, RH; Nikouei, SY; Chen, Y; Blasch, E; Aved, A","Xu, Ronghua; Nikouei, Seyed Yahya; Chen, Yu; Blasch, Erik; Aved, Alexander",BlendMAS: A BLockchain-ENabled Decentralized Microservices Architecture for Smart Public Safety,2019 IEEE INTERNATIONAL CONFERENCE ON BLOCKCHAIN (BLOCKCHAIN 2019),Proceedings Paper,IEEE COMPUTER SOC,2019,,,10.1109/Blockchain.2019.00082,http://dx.doi.org/10.1109/Blockchain.2019.00082,,978-1-7281-4693-5,8,Blockchain; Microservices Architecture; Smart Contract; Internet of Things (IoT); Smart Public Safety (SPS),English,Web of Science,"Thanks to rapid technological advances in the Internet of Things (IoT), a smart public safety (SPS) system has become feasible by integrating heterogeneous computing devices to collaboratively provide public protection services. While service-oriented architecture (SOA) has been adopted by IoT and cyber-physical systems (CPS), it is difficult for a monolithic architecture to provide scalable and extensible services for a distributed IoT based SPS system. Furthermore, traditional security solutions rely on a centralized authority, which can be a performance bottleneck or single point failure. Inspired by microservices architecture and blockchain technology, this paper proposes a BLockchain-ENabled Decentralized Microservices Architecture for Smart public safety (BlendMAS). Within a permissioned blockchain network, a microservices based security mechanism is introduced to secure data access control in an SPS system. The functionality of security services is decoupled into separate containerized microservices that are built using a smart contract and deployed on edge and fog computing nodes. An extensive experimental study verified that the proposed BlendMAS is able to offer a decentralized, scalable and secured data sharing and access control to distributed IoT based SPS system."
"Xu, RX; Hang, L; Jin, WQ; Kim, D","Xu, Rongxu; Hang, Lei; Jin, Wenquan; Kim, Dohyeun",Distributed Secure Edge Computing Architecture Based on Blockchain for Real-Time Data Integrity in IoT Environments,ACTUATORS,Article,MDPI,2021,10,8,10.3390/act10080197,http://dx.doi.org/10.3390/act10080197,,,,Internet of Things; blockchain; edge computing; data integrity; EdgeX; hyperledger fabric,English,Web of Science,"The traditional cloud-based Internet of Things (IoT) architecture places extremely high demands on computers and storage on cloud servers. At the same time, the strong dependence on centralized servers causes major trust problems. Blockchain provides immutability, transparency, and data encryption based on safety to solve these problems of the IoT. In this paper, we present a distributed secure edge computing architecture using multiple data storages and blockchain agents for the real-time context data integrity in the IoT environment. The proposed distributed secure edge computing architecture provides reliable access and an unlimited repository for scalable and secure transactions. The architecture eliminates traditional centralized servers using an edge computing framework that represents cloud computing for computer and security issues. Also, blockchain-based edge computing-compatible IoT design is supported to achieve the level of security and scalability required for data integrity. Furthermore, we present the blockchain agent to provide internetworking between blockchain networks and edge computing. For experimenting with the proposed architecture in the IoT environment, we implement and perform a concrete IoT environment based on the EdgeX framework and Hyperledger Fabric. The evaluation results are collected by measuring the performance of the edge computing and blockchain platform based on service execution time to verify the proposed architecture in the IoT environment."
"Nissan, F; Hamade, J; Xiao, J; Ragle, J; Price, J; Fares, J; Mahmoud, M","Nissan, Fady; Hamade, Jacob; Xiao, Jimmy; Ragle, Jonah; Price, Joshua; Fares, Julien; Mahmoud, Mohammed",BLOCKCHAIN AS A RELIABLE SECURITY FRAMEWORK,2021 INTERNATIONAL CONFERENCE ON COMPUTATIONAL SCIENCE AND COMPUTATIONAL INTELLIGENCE (CSCI 2021),Proceedings Paper,IEEE,2021,,,10.1109/CSCI54926.2021.00166,http://dx.doi.org/10.1109/CSCI54926.2021.00166,,978-1-6654-5841-2,8,Bitcoin; Blockchain; Blockchain Financial Ledgers; Cryptocurrency,English,Web of Science,"Over the past several years, Bitcoin (the pioneer of Blockchain) has harnessed the cutting edge Blockchain software technology to securely decentralize financial transactions so control can be passed democratically to anyone who wishes to participate in the peer-to-peer network. It does this entire task with a mere shared chain of transaction history utilizing blocks of 5-tuples (transaction ID, transaction fee, transaction size, sender(s) private key(s) and amount(s), recipient(s) public key(s) and amount(s)) that get added to the distributed ledger across all nodes in the peer-to-peer network around once every ten minutes. With Bitcoin's market capitalization at nearly a billion dollars, and many rising competitors taking advantage of Blockchain for financial transactions, it is not hard to see that this new way to transcribe digital information is sweeping the financial world at a blistering rate. For reasons explained further in this paper, we will explore why Blockchain financial ledgers tremendously increase security, transparency and privacy in comparison to traditional database financial ledgers."
"Luong, NC; Xiong, ZH; Wang, P; Niyato, D","Nguyen Cong Luong; Xiong, Zehui; Wang, Ping; Niyato, Dusit",Optimal Auction For Edge Computing Resource Management in Mobile Blockchain Networks: A Deep Learning Approach,2018 IEEE INTERNATIONAL CONFERENCE ON COMMUNICATIONS (ICC),Proceedings Paper,IEEE,2018,,,,,1550-3607,978-1-5386-3180-5,,Mobile blockchain network; edge computing; auction; deep learning,English,Web of Science,"Blockchain has recently been applied in many applications such as bitcoin, smart grid, and Internet of Things (IoT) as a public ledger of transactions. However, the use of blockchain in mobile environments is still limited because the mining process consumes too much computing and energy resources on mobile devices. Edge computing offered by the Edge Computing Service Provider (ECSP) can be adopted as a viable solution for offloading the mining tasks from the mobile devices, i.e., miners, in the mobile blockchain environment. However, a mechanism for edge resource allocation to maximize the revenue for the ECSP and to ensure incentive compatibility and individual rationality is still open. In this paper, we develop an optimal auction based on deep learning for the edge resource allocation. Specifically, we construct a multi-layer neural network architecture based on an analytical solution of the optimal auction. The neural networks first perform monotone transformations of the miners' bids. Then, they calculate allocation and conditional payment rules for the miners. We use valuations of the miners as the training data to adjust parameters of the neural networks so as to optimize the loss function which is the expected, negated revenue of the ECSP. We show the experimental results to confirm the benefits of using the deep learning for deriving the optimal auction for mobile blockchain with high revenue."
"Wang, HM; Li, YX; Zhao, XQ; Yang, FC","Wang, Hongman; Li, Yingxue; Zhao, Xiaoqi; Yang, Fangchun",An Algorithm Based on Markov Chain to Improve Edge Cache Hit Ratio for Blockchain-Enabled IoT,CHINA COMMUNICATIONS,Article,CHINA INST COMMUNICATIONS,2020,17,9,,,1673-5447,,11,cache resource allocation; blockchain-enabled lot; edge computing; Markov chain; hierarchical caching technique,English,Web of Science,"Reasonable allocation of storage and computing resources is the basis of building big data system. With the development of IoT (Internet of Things), more data will be brought. A three-layer architecture includes smart devices layer, edge cloud layer and blockchain-based distributed cloud layer. Blockchain is used in IoT for building a distributed decentralize P2P architecture to deal with the secure issue while edge computing deals with increasing volume of data. Edge caching is one of the important application scenarios. In order to allocate edge cache resources reasonably, to improve the quality of service and to reduce the waste of bandwidth resources, this paper proposes a content selection algorithm of edge cache nodes. The algorithm adopts markov chain model, improves the utilization of cache space and reduces the content transmission delay. The hierarchical caching strategy is adopted and the secondary cache stores slides of contents to expand the coverage of cached content and to reduce user waiting time. Regional node cooperation is adopted to expand the cache space and to support the regional preference of cache content. Compared with the classical substitution algorithm, simulation results show that the algorithm in this paper has higher cache hit ratio and higher space utilization."
"Zhang, HB; Wang, R; Sun, W; Zhao, HL","Zhang, Haibin; Wang, Rong; Sun, Wen; Zhao, Huanlei",Mobility Management for Blockchain-Based Ultra-Dense Edge Computing: A Deep Reinforcement Learning Approach,IEEE TRANSACTIONS ON WIRELESS COMMUNICATIONS,Article,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,2021,20,11,10.1109/TWC.2021.3082986,http://dx.doi.org/10.1109/TWC.2021.3082986,1536-1276,,14,Servers; Handover; Base stations; Wireless communication; Edge computing; Task analysis; Delays; Mobile edge computing; deep reinforcement learning; mobility management; ultra-dense edge computing,English,Web of Science,"Ultra-dense edge computing is expected to provide delay-sensitive and computational-intensive services for mobile devices. Due to the complexity and unpredictability of the network environment, it is challenging to ensure the continuity and security of computing offloading services in the process of user movement. Most existing works consider the decisions of communication handover and computational offloading simultaneously while ignoring the security on offloading tasks. In light of this, we propose a secure mobility management framework for blockchain-based ultra-dense edge computing, where blockchain reduces duplicate authentication between edge servers. We jointly optimize the wireless handover and service migration decisions between base stations, which is translated into a multi-objective dynamic optimization problem using the Lyapunov optimization. The optimization problem is solved by deep reinforcement learning approach based on the Actor-Critic method. Finally, we use simulation studies to evaluate the performance of the proposed scheme. The results show that, compared with other existing schemes, the proposed scheme can reduce the average delay of computing tasks, the rate of tasks failure and the rate of handover."
"Viriyasitavat, W; Xu, L; Bi, ZM; Sapsomboon, A","Viriyasitavat, Wattana; Xu, Li Da; Bi, Zhuming; Sapsomboon, Assadaporn",New Blockchain-Based Architecture for Service Interoperations in Internet of Things,IEEE TRANSACTIONS ON COMPUTATIONAL SOCIAL SYSTEMS,Article,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,2019,6,4,10.1109/TCSS.2019.2924442,http://dx.doi.org/10.1109/TCSS.2019.2924442,2329-924X,,10,Blockchain technology (BCT); consensus; smart contract; architecture; and services; cyber-physics system; distributed system; Internet of Things (IoT),English,Web of Science,"Internet of Things (IoT) is able to integrate the computation and physical processes as services in the social world. The number of services at the edge of IoT is rising rapidly due to the prevalent uses of smart devices and cyber-physical systems (CPSs). To explore the promising applications of IoT services, one of the challenges is to enable the interoperability of the services in a decentralized environment. The blockchain technology (BCT) has been proven as a promising solution to establish the trust of data and call for executions; theoretically, it can be used to support the interoperability of services. BCT verifies data or a process and stores it as a transaction in a distributed ledger. Similar to the topology to IoT, applying BCT at the edges of the network exhibits the distributed characteristic. However, currently, BCT is still facing the challenges for interoperability due to a number of factors such as consensus protocols, block sizes, and interval of blocks. Prominent protocols such as proof-of-work (PoW) may cause excessive delays in finality settlement. One promising protocol Practical Byzantine Fault Tolerant offers a fast finality settlement and uses hyperledger to support the scalability; however, the trust might also be a concern if the validators are chosen improperly. This paper discusses the interoperability of IoT services and the challenges and proposes an architecture solution by integrating BCT, service-oriented architecture (SoA), and enablers of key performance indicators (KPIs) and service selections. The proposed architecture aims to solve both interoperability and trust issues for IoT services. The feasibility of the proposed method is validated by the examples of smart contract implementations."
"Kaur, K; Garg, S; Kaddoum, G; Gagnon, F; Ahmed, SH","Kaur, Kuljeet; Garg, Sahil; Kaddoum, Georges; Gagnon, Francois; Ahmed, Syed Hassan",Blockchain-based Lightweight Authentication Mechanism for Vehicular Fog Infrastructure,2019 IEEE INTERNATIONAL CONFERENCE ON COMMUNICATIONS WORKSHOPS (ICC WORKSHOPS),Proceedings Paper,IEEE,2019,,,10.1109/ICCW.2019.8757184,http://dx.doi.org/10.1109/ICCW.2019.8757184,2164-7038,978-1-7281-2373-8,,Authentication protocol; Blockchain; Elliptic curve cryptography; Key exchange; Vehicular fog computing,English,Web of Science,"With the increasing development of advanced communication technologies, vehicles are becoming smarter and more connected. Due to the tremendous growth of various vehicular applications, a huge amount of data is generated through advanced on-board devices and is deemed critical to improve driving safety and enhance vehicular services. However, cloud based models often fall short in applications where latency and mobility are critical. In order to fully realize the potential of vehicular networks, the challenges of efficient communication and computation need to be addressed. In this direction, vehicular fog computing (VFC) has emerged which extends the concept of fog computing to conventional vehicular networks. It is a geographically distributed paradigm that has the potential to conduct time-critical and data-intensive tasks by pushing intelligence (i.e. computing resources, storage, and application services) in the vicinity of end vehicles. However secure and reliable transmission are of significant importance in highly-mobile vehicular networks in order to ensure the optimal Quality of Service (QoS). In this direction, several authentication mechanisms have been proposed in the literature but most of them are found unfit due to absence of decentralization, anonymity, and trust characteristics. Thus, an effective cross-datacenter authentication and key-exchange scheme based on blockchain and elliptic curve cryptography (ECC) is proposed in this paper. Here, the distributed ledger of blockchain is used for maintaining the network information while the highly secure ECC is employed for mutual authentication between vehicles and road side units (RSUs). Additionally, the proposed scheme is lightweight and scalable for the considered VFC setup. The performance evaluation results against the existing state-of-the-art reveal that the proposed scheme accomplishes enhanced security features with reduced computational and communicational overheads. Further, its extensive evaluation on the widely applicable Automated Validation of Internet Security Protocols and Applications (AVISPA) tool guarantee its safeness against different attack vectors."
"Doku, R; Rawat, DB","Doku, Ronald; Rawat, Danda B.",iFLBC: On the Edge Intelligence Using Federated Learning Blockchain Network,"2020 IEEE 6TH INT CONFERENCE ON BIG DATA SECURITY ON CLOUD (BIGDATASECURITY) / 6TH IEEE INT CONFERENCE ON HIGH PERFORMANCE AND SMART COMPUTING, (HPSC) / 5TH IEEE INT CONFERENCE ON INTELLIGENT DATA AND SECURITY (IDS)",Proceedings Paper,IEEE COMPUTER SOC,2020,,,10.1109/BigDataSecurity-HPSC-IDS49724.2020.00047,http://dx.doi.org/10.1109/BigDataSecurity-HPSC-IDS49724.2020.00047,,978-1-7281-6873-9,6,,English,Web of Science,"Lately there has been an increase in the number of Machine Learning (ML) and Artificial Intelligence (AI) applications ranging from recommendation systems to face to speech recognition. At the helm of the advent of deep learning is the proliferation of data from diverse data sources ranging from Internet-of-Things (IoT) devices to self-driving automobiles. Tapping into this unlimited reservoir of information presents the problem of finding quality data out of a myriad of irrelevant ones, which to this day, has been a significant issue in data science with a direct ramification of this being the inability to generate quality ML models for useful predictive analysis. Edge computing has been deemed a solution to some of issues such as privacy, security, data silos and latency, as it ventures to bring cloud computing services closer to end-nodes. A new form of edge computing known as edge-AI attempts to bring ML, AI, and predictive analytics services closer to the data source (end devices). In this paper, we investigate an approach to bring edge-AI to end-nodes through a shared machine learning model powered by the blockchain technology and a federated learning framework called iFLBC edge. Our approach addresses the issue of the scarcity of relevant data by devising a mechanism known as the Proof of Common Interest (PoCI) to sieve out relevant data from irrelevant ones. The relevant data is trained on a model, which is then aggregated along with other models to generate a shared model that is stored on the blockchain. The aggregated model is downloaded by members of the network which they can utilize for the provision of edge intelligence to end-users. This way, AI can be more ubiquitous as members of the iFLBC network can provide intelligence services to end-users."
"Ding, AY; Janssen, M","Ding, Aaron Yi; Janssen, Marijn","Opportunities for Applications Using 5G Networks: Requirements, Challenges, and Outlook",PROCEEDINGS OF THE SEVENTH INTERNATIONAL CONFERENCE ON TELECOMMUNICATIONS AND REMOTE SENSING (ICTRS 2018),Proceedings Paper,ASSOC COMPUTING MACHINERY,2018,,,10.1145/3278161.3278166,http://dx.doi.org/10.1145/3278161.3278166,,978-1-4503-6580-2,8,5G Systems; IoT; Smart City; Edge Computing; Pilot,English,Web of Science,"The increasing demand for mobile network capacity driven by Internet of Things (IoT) applications results in the need for understanding better the potential and limitations of 5G networks. Vertical application areas like smart mobility, energy networks, industrial IoT applications, and AR/VR enhanced services all pose different requirements on the use of 5G networks. Some applications need low latency, whereas others need high bandwidth or security support. The goal of this paper is to identify the requirements and to understand the limitations for 5G driven applications. We review application areas and list the typical challenges and requirements posed on 5G networks. A main challenge will be to develop a network architecture being able to dynamically adapt to fluctuating traffic patterns and accommodating various technologies such as edge computing, blockchain based distributed ledger, software defined networking, and virtualization. To inspire future research, we reveal open problems and highlight the need for piloting with 5G applications, with tangible steps, to understand the configuration of 5G networks and the use of applications across multiple vertical industries."
"Liu, MT; Yu, FR; Teng, YL; Leung, VCM; Song, M","Liu, Mengting; Yu, F. Richard; Teng, Yinglei; Leung, Victor C. M.; Song, Mei",Distributed Resource Allocation in Blockchain-Based Video Streaming Systems With Mobile Edge Computing,IEEE TRANSACTIONS ON WIRELESS COMMUNICATIONS,Article,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,2019,18,1,10.1109/TWC.2018.2885266,http://dx.doi.org/10.1109/TWC.2018.2885266,1536-1276,,14,Blockchain; video transcoding; mobile edge computing,English,Web of Science,"Blockchain-based video streaming systems aim to build decentralized peer-to-peer networks with flexible monetization mechanisms for video streaming services. On these blockchain-based platforms, video transcoding, which is computationally intensive and time-consuming, is still a major challenge. Meanwhile, the block size of the underlying blockchain has significant impacts on the system performance. Therefore, this paper proposes a novel blockchain-based framework with an adaptive block size for video streaming with mobile edge computing (MEC). First, we design an incentive mechanism to facilitate collaboration among content creators, video transcoders, and consumers. In addition, we present a block size adaptation scheme for blockchain-based video streaming. Moreover, we consider two offloading modes, i.e., offloading to the nearby MEC nodes or a group of device-to-device (D2D) users, to avoid the overload of MEC nodes. Then, we formulate the issues of resource allocation, scheduling of offloading, and adaptive block size as an optimization problem. We employ a low-complexity alternating direction method of the multipliers-based algorithm to solve the problem in a distributed fashion. Simulation results are presented to show the effectiveness of the proposed scheme."
"Wu, H; Lam, J; Su, HS","Wu, Han; Lam, James; Su, Housheng",Global Consensus of Positive Edge System With Sector Input Nonlinearities,IEEE TRANSACTIONS ON SYSTEMS MAN CYBERNETICS-SYSTEMS,Article,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,2021,51,7,10.1109/TSMC.2019.2931411,http://dx.doi.org/10.1109/TSMC.2019.2931411,2168-2216,,10,Vehicle dynamics; Linear matrix inequalities; Observers; Topology; Complex networks; Protocols; Control systems; Edge network; observer-based consensus; positive system; sector nonlinearity,English,Web of Science,"This paper investigates the positive edge consensus problems for undirected networks, where each edge is modeled by a continuous-time positive system with sector input nonlinearities. Based on a given nodal network, the corresponding edge network is presented, and some relationships between the given nodal network and its edge network are given. The observer-based protocol for non-negative consensus is proposed. Rigorous theoretical analysis which considers both the input nonlinearities and the positivity constraint is introduced to achieve a global consensus result. Simultaneous stabilization problems are constructed for edge-based non-negative consensus using the maximum and the minimum nonzero eigenvalues of the edge Laplacian matrix. Furthermore, the robustness of the positive edge consensus to parameter perturbation is illustrated. Sufficient non-negative consensus conditions related to the bounds of system matrices are given, and the non-negative edge consensus conditions for star nodal networks are also given only using the vertex number. Iterative linear matrix inequalities (LMIs)/LMI algorithm is presented to obtain the feedback matrix and the observer matrix. The given theoretical results are finally illustrated by some simulations."
"Li, M; Yu, FR; Si, PB; Wu, WJ; Zhang, YH","Li, Meng; Yu, F. Richard; Si, Pengbo; Wu, Wenjun; Zhang, Yanhua",Resource Optimization for Delay-Tolerant Data in Blockchain-Enabled IoT With Edge Computing: A Deep Reinforcement Learning Approach,IEEE INTERNET OF THINGS JOURNAL,Article,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,2020,7,10,10.1109/JIOT.2020.3007869,http://dx.doi.org/10.1109/JIOT.2020.3007869,2327-4662,,14,Blockchain; dueling deep Q-network (DQN); edge caching; edge computing; machine-to-machine (M2M) communications,English,Web of Science,"Recently, the development of the Internet of Things (IoT) provides plenty of opportunities and challenges in various fields. As an essential part of IoT, machine-to-machine (M2M) communications open a novel way that the machine-type communication devices (MTCDs) are connected and communicated without any human intervention. Meanwhile, delay-tolerant data play an important role in M2M communications-based IoT, and it puts more emphasis on powerful data caching, computing, and processing, as well as the security and stability of data transmission. To meet these requirements in M2M communications networks, in this article, we introduce some promising technologies, such as edge computing and blockchain, and propose a joint optimization framework about caching, computation, and security for delay-tolerant data in M2M communications networks based on dueling deep Q-network (DQN). According to the dynamic decision process by DQN, the optimal selection and decision of caching servers, computing servers, and blockchain systems can be made to achieve maximum system rewards, which includes higher efficiency of data processing, lower network costs, and better security of data interaction. Extensive simulation results with different system parameters show that our proposed framework can effectively improve the system performance for blockchain-enabled M2M communications compared to the existing schemes."
"Ren, YJ; Zhu, FJ; Qi, J; Wang, J; Sangaiah, AK","Ren, Yongjun; Zhu, Fujian; Qi, Jian; Wang, Jin; Sangaiah, Arun Kumar",Identity Management and Access Control Based on Blockchain under Edge Computing for the Industrial Internet of Things,APPLIED SCIENCES-BASEL,Article,MDPI,2019,9,10,10.3390/app9102058,http://dx.doi.org/10.3390/app9102058,,,,edge computing; industrial internet of things; identity management; access control,English,Web of Science,"Edge computing provides a unified platform for computing, networking, and storage resources, enabling data to be processed in a timely and efficient manner near the source. Thus, it has become the basic platform for industrial Internet of things (IIoT). However, computing ' s unique features have also introduced new security problems. To solve the problem, in this paper, blockchain-based identity management combining access control mechanism is designed under edge computing. The self-certified cryptography is utilized to realize the registration and authentication of network entities. We bind the generated implicit certificate to its identity and construct the identity and certificate management mechanism based on blockchain. Secondly, an access control mechanism based on Bloom filter is designed and integrated with identity management. Moreover, for secure communication in resource-constrained edge devices, a lightweight secret key agreement protocol based on self-authenticated public key is constructed. These mechanisms work together to provide data security guarantees for IIoT such as authentication, auditability, and confidentiality."
"Liu, X; Zhou, P; Qiu, T; Wu, DO","Liu, Xin; Zhou, Pan; Qiu, Tie; Wu, Dapeng Oliver",Blockchain-Enabled Contextual Online Learning Under Local Differential Privacy for Coronary Heart Disease Diagnosis in Mobile Edge Computing,IEEE JOURNAL OF BIOMEDICAL AND HEALTH INFORMATICS,Article,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,2020,24,8,10.1109/JBHI.2020.2999497,http://dx.doi.org/10.1109/JBHI.2020.2999497,2168-2194,,12,Medical diagnostic imaging; Heart; Blockchain; Differential privacy; Edge computing; Computational modeling; Context modeling; Blockchain; big data; Coronary heart disease diagnosis (CHD); contextual online learning; edge computing; local differential privacy,English,Web of Science,"Due to the increasing medical data for coronary heart disease (CHD) diagnosis, how to assist doctors to make proper clinical diagnosis has attracted considerable attention. However, it faces many challenges, including personalized diagnosis, high dimensional datasets, clinical privacy concerns and insufficient computing resources. To handle these issues, we propose a novel blockchain-enabled contextual online learning model under local differential privacy for CHD diagnosis in mobile edge computing. Various edge nodes in the network can collaborate with each other to achieve information sharing, which guarantees that CHD diagnosis is suitable and reliable. To support the dynamically increasing dataset, we adopt a top-down tree structure to contain medical records which is partitioned adaptively. Furthermore, we consider patients' contexts (e.g., lifestyle, medical history records, and physical features) to provide more accurate diagnosis. Besides, to protect the privacy of patients and medical transactions without any trusted third party, we utilize the local differential privacy with randomised response mechanism and ensure blockchain-enabled information-sharing authentication under multi-party computation. Based on the theoretical analysis, we confirm that we provide real-time and precious CHD diagnosis for patients with sublinear regret, and achieve efficient privacy protection. The experimental results validate that our algorithm outperforms other algorithm benchmarks on running time, error rate and diagnosis accuracy."
"Zhang, PY; Sun, H; Situ, JY; Jiang, CX; Xie, DL","Zhang, Peiying; Sun, Hao; Situ, Jingyi; Jiang, Chunxiao; Xie, Dongliang",Federated Transfer Learning for IIoT Devices With Low Computing Power Based on Blockchain and Edge Computing,IEEE ACCESS,Article,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,2021,9,,10.1109/ACCESS.2021.3095078,http://dx.doi.org/10.1109/ACCESS.2021.3095078,2169-3536,,9,Industrial Internet of Things; Blockchain; Collaborative work; Transfer learning; Training; Edge computing; Production facilities; Federated learning; blockchain; Industrial Internet of Things; transfer learning; Security of Internet of Things,English,Web of Science,"With the development of artificial intelligence and Internet of Things (IoT), the era of industry 4.0 has come. According to the prediction of IBM, with the continuous popularization of 5G technology, the IoT technology will be more widely used in factories. In recent years, federated learning has become a hot topic for Industrial Internet of Things (IIoT) researchers. However, many devices in the IIoT currently have a problem of low computing power, so these devices cannot perform well facing the tasks of training and updating models in federated learning. In order to solve the above problems, we introduce edge computing into the IIot, so that the device can complete the federated learning operation. In order to ensure the security of data transmission, blockchain is introduced as the main algorithm of equipment authentication in the system. What's more, in order to increase the efficiency and versatility of training model in IIoT, we introduce transfer learning to improve the system performance. The experimental results show that our algorithm can achieve high security and high training accuracy."
"Jiang, SH; Li, XY; Wu, J","Jiang, Suhan; Li, Xinyi; Wu, Jie",Hierarchical Edge-Cloud Computing for Mobile Blockchain Mining Game,2019 39TH IEEE INTERNATIONAL CONFERENCE ON DISTRIBUTED COMPUTING SYSTEMS (ICDCS 2019),Proceedings Paper,IEEE COMPUTER SOC,2019,,,10.1109/ICDCS.2019.00133,http://dx.doi.org/10.1109/ICDCS.2019.00133,1063-6927,978-1-7281-2519-0,10,Cloud computing; edge computing; game theory; load sharing; mobile blockchain mining,English,Web of Science,"Computation offloading has been considered as a viable solution to blockchain mining in mobile environments. In this paper, we present a two-layer computation offloading paradigm that includes an edge computing service provider (ESP) and a cloud computing service provider (CSP). We formulate a multi-leader multi-follower Stackelberg game to address the computing resource management problem in such a network, by jointly maximizing the profits of each service provider (SP) and the payoffs of individual miners. Two practical scenarios are investigated: a fixed-miner-number scenario for permissioned blockchains and a dynamic-miner-number scenario for permissionless blockchains. For the fixed-miner-number scenario, we discuss two different edge operation modes, i.e., the ESP is connected (to the CSP) or standalone, which form different miner subgames based on whether each miner's strategy set is mutually dependent. The existence and uniqueness of Stackelberg equilibrium (SE) in both modes are analyzed, according to which algorithms are proposed to achieve the corresponding SE(s). For the dynamic-miner-number scenario, we focus on the impact of population uncertainty and find that the uncertainty inflates the aggressiveness in the ESP resource purchasing. Numerical evaluations are presented to verify the proposed models."
