"Chang T.-H., Svetinovic D.","Chang, T.-H., Department of Electrical Engineering and Computer Science, Masdar Institute of Science and Technology, Abu Dhabi, United Arab Emirates; Svetinovic, D., Department of Electrical Engineering and Computer Science, Masdar Institute of Science and Technology, Abu Dhabi, United Arab Emirates",Data Analysis of Digital Currency Networks: Namecoin Case Study,"Proceedings of the IEEE International Conference on Engineering of Complex Computer Systems, ICECCS",9.78E+12,nan,2016,0,nan,10.1109/ICECCS.2016.023,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85012077538&doi=10.1109%2fICECCS.2016.023&partnerID=40&md5=221f6cbfcc252c30cd98fb9d9708fc8d,Institute of Electrical and Electronics Engineers Inc.,"21st International Conference on Engineering of Complex Computer Systems, ICECCS 2016",4,Bitcoin; cryptocurrency; Data analytics,English,Scopus,"Financial transaction networks are some of the largest networks in existence. A relatively new type of financial networks is the digital (crypto) currency network, e.g., Bitcoin. Namecoin is an alternative crypto currency, based on Bitcoin, with additional features such as DNS. Namecoin network has more than 2 million nodes and almost 17 million edges. The analysis of such a crypto currency network can help us model or predict the future growth of the transaction networks. In order to analyze the transaction network graph over time, we analyzed the Namecoin blockchain data in 7 six months intervals. Our findings suggest different user behavior and developing pattern compared to Bitcoin. © 2016 IEEE."
"Samaniego M., Deters R.","Samaniego, M., Department of Computer Science, University of Saskatchewan, Saskatoon, Canada; Deters, R., Department of Computer Science, University of Saskatchewan, Saskatoon, Canada",Hosting virtual IoT resources on edge-hosts with blockchain,"Proceedings - 2016 16th IEEE International Conference on Computer and Information Technology, CIT 2016, 2016 6th International Symposium on Cloud and Service Computing, IEEE SC2 2016 and 2016 International Symposium on Security and Privacy in Social Networks and Big Data, SocialSec 2016",9.78E+12,Centre for Cyber Security Research at Deakin University;IEEE;IEEE Computer Society;IEEE Technical Committee on Scalable Computing (TCSC);The University of Fiji,2017,nan,nan,10.1109/CIT.2016.71,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017371329&doi=10.1109%2fCIT.2016.71&partnerID=40&md5=aceed89ecb4e9bda784a9120814dbb11,Institute of Electrical and Electronics Engineers Inc.,"16th IEEE International Conference on Computer and Information Technology, CIT 2016",4,Blockchain; Edge-computing; Fog; IoT; Virtual resources,English,Scopus,Current IoT systems tend to be cloud-centric which in turn introduces network latency and constrained interaction with sensors and actuators. This paper presents the idea of using restful micro-services called Virtual Resources. A Virtual Resource is a software-defined IoT management construct that enables multi-tenancy support and load distribution onto edge hosts. The paper presents a performance analysis of our Golang implementation of Virtual Resources in various settings. © 2016 IEEE.
"Kiranmai B., Damodaram A.","Kiranmai, B., CSE Dept, Keshav Memorial Institute of Technology, Hyderabad, India; Damodaram, A., CSE Dept, Sri Venkateswara University, Tirupati, India",Extenuate DDoS attacks in Cloud,"Proceedings of the 2016 2nd International Conference on Applied and Theoretical Computing and Communication Technology, iCATccT 2016",9.78E+12,nan,2017,nan,nan,10.1109/ICATCCT.2016.7911999,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020220768&doi=10.1109%2fICATCCT.2016.7911999&partnerID=40&md5=87991f536f7c08d61cd4a83a7dbea539,Institute of Electrical and Electronics Engineers Inc.,"2nd International Conference on Applied and Theoretical Computing and Communication Technology, iCATccT 2016",4,Cloud Computing; Consensus Clustering Intruder; DDoS; Ensemble Clustering,English,Scopus,"The leading of Computing Paradigm is Cloud. One Sword two edges. One side is growing in terms of technology and user can use any where any time, and the other edge is security probing to data loss, data theft, data hijacking and acting as someone else. The user or data should be given protection to enjoy the benefits of the cloud. There are various kinds of attacks taking place in Cloud which are undetected for years. One kind of attack is DDos and its variants are causing damage in cloud. In our paper we addressed DDoS attacks using Ensemble Cluster Plus technique which helps in identifying genuinely of the user. © 2016 IEEE."
"Samaniego M., Deters R.","Samaniego, M., Department of Computer Science, University of Saskatchewan, Saskatoon, Canada; Deters, R., Epartment of Computer Science, University of Saskatchewan, Saskatoon, Canada",Blockchain as a Service for IoT,"Proceedings - 2016 IEEE International Conference on Internet of Things; IEEE Green Computing and Communications; IEEE Cyber, Physical, and Social Computing; IEEE Smart Data, iThings-GreenCom-CPSCom-Smart Data 2016",9.78E+12,nan,2017,nan,nan,10.1109/iThings-GreenCom-CPSCom-SmartData.2016.102,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020191753&doi=10.1109%2fiThings-GreenCom-CPSCom-SmartData.2016.102&partnerID=40&md5=ce13e5756d90b3220dc4a567c836daa3,Institute of Electrical and Electronics Engineers Inc.,"9th IEEE International Conference on Internet of Things, 12th IEEE International Conference on Green Computing and Communications, 9th IEEE International Conference on Cyber, Physical, and Social Computing and 2016 IEEE International Conference on Smart Data, iThings-GreenCom-CPSCom-Smart Data 2016",4,Blockchain as a service; Edge; IoT,English,Scopus,"A blockchain is a distributed and decentralized ledger that contains connected blocks of transactions. Unlike other ledger approaches, blockchain guarantees tamper proof storage of approved transactions. Due to its distributed and decentralized organization, blockchain is beeing used within IoT e.g. to manage device configuration, store sensor data and enable micro-payments. This paper presents the idea of using blockchain as a service for IoT and evaluates the performance of a cloud and edge hosted blockchain implementation. © 2016 IEEE."
"Yu Q., Zhou S., Wu P., Zhang Y.","Yu, Q., School of Electronic Information Wuhan University, Wuhan, China; Zhou, S., School of Electronic Information Wuhan University, Wuhan, China; Wu, P., School of Electronic Information Wuhan University, Wuhan, China; Zhang, Y., School of Electrical Engineering and Electronic Information, Shanghai Jiaotong University, Shanghai, China",High-performance SAR image registration algorithm using guided filter & ROEWA-based SIFT framework,"2017 International Symposium on Intelligent Signal Processing and Communication Systems, ISPACS 2017 - Proceedings",9.78E+12,Huaqiao University;IEEE Circuits and Systems Society;Institute of Electrical and Electronics Engineers (IEEE),2017,2018-January,nan,10.1109/ISPACS.2017.8266507,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047737053&doi=10.1109%2fISPACS.2017.8266507&partnerID=40&md5=7d20ee12132989ffe9fd90aae5710cb8,Institute of Electrical and Electronics Engineers Inc.,"25th International Symposium on Intelligent Signal Processing and Communication Systems, ISPACS 2017",4,GLOH; Guided Filter; KNN; RANSAC; ROEWA; Synthetic Aperture Radar (SAR),English,Scopus,"To address the performance degradation of SIFT-based SAR image registration algorithm caused by speckle noise and local deformation of SAR images, this paper presents a novel SIFT-framework algorithm for SAR image registration based on improved multi-scale space construction strategy and a novel local feature detection and descriptors. In our proposed algorithm, the multi-scale space construction is generated by Guided Filter because of its real-time and edge preserving. The feature detection section adopts Harris-Laplace combined with ROEWA, which is effective to suppress the false alarm on high-contrast areas of SAR image. Moreover, the feature description adopts the GLOH by ROEWA method, since the phase method of GLOH descriptor is robust to rotation. At last, we suggest using K-Nearest Neighbors (KNN) to speed up the search for quick rough match, and then using the random sample consensus algorithm (RANSAC) to remove false match points. Experimental results indicate that our proposed algorithm is real-time and produces better performance than SIFT-based methods on SAR image registration. © 2017 IEEE."
Pokrovskaia N.N.,"Pokrovskaia, N.N., International Business Dept., International Institute for Economics and Politics, Saint Petersburg State University of Economics, Saint-Petersburg, Russian Federation","Tax, financial and social regulatory mechanisms within the knowledge-driven economy. Blockchain algorithms and fog computing for the efficient regulation","Proceedings of 2017 20th IEEE International Conference on Soft Computing and Measurements, SCM 2017",9.78E+12,nan,2017,nan,nan,10.1109/SCM.2017.7970698,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027191985&doi=10.1109%2fSCM.2017.7970698&partnerID=40&md5=acda246319d3021ec0b7268cccda558e,Institute of Electrical and Electronics Engineers Inc.,"20th IEEE International Conference on Soft Computing and Measurements, SCM 2017",4,Blockchain; cloud and fog computing; financial regulation; knowledge economy; neural networks; smart environment; socio-cultural regulation; taxation,English,Scopus,"This conceptual research reflects the understanding of the wider and more coherent use of crypto-currencies and Blockchain' algorithms for the security and equity of operations. This is especially important for the transactions between the collective actors on different hierarchical positions, e.g., the State and private companies or associations, or individuals. The fog computing' hardware and software are helpful for the aims of improving taxation and ensuring reliability of any transactions. The neuron technologies provide creating and developing a multi-criteria assessment of assets or actions, which represent more correct system of affective and socially acceptable evaluations, than it can be calculated on the basis of the cognitive judgments. The ability to provide a high level of information security through systems like Etherium allows of building a reliable and transparent system of taxation and of regulation of all interactions between social, economic and political agents, including the financial and non-financial measurements. © 2017 IEEE."
"Kostin G.A., Pokrovskaia N.N., Ababkova M.U.","Kostin, G.A., Saint-Petersburg University of Management Technologies and Economics, St. Petersburg, Russian Federation; Pokrovskaia, N.N., Saint-Petersburg University of Management Technologies and Economics, St. Petersburg, Russian Federation; Ababkova, M.U., Research in Neuro-technologies for Education at APR Dept, Peter the Great St. Petersburg Polytechnic University, St. Petersburg, Russian Federation",Master-chain as an intellectual governing system for producing and transfer of knowledge,"Proceedings of 2017 IEEE 2nd International Conference on Control in Technical Systems, CTS 2017",9.78E+12,nan,2017,nan,nan,10.1109/CTSYS.2017.8109491,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040520994&doi=10.1109%2fCTSYS.2017.8109491&partnerID=40&md5=88a394a4dd2e94076010fa048991b883,Institute of Electrical and Electronics Engineers Inc.,"2nd IEEE International Conference on Control in Technical Systems, CTS 2017",4,blockchain; digital environment; intellectual assets; masterchain; transfer of knowledge,English,Scopus,"Economy of knowledge is built on the ground of intellectual production. The efficiency of knowledge economy relies on the intellectual assets market and regulation that requires smart solutions providing information security of the data processing. The blockchain technology as a secure tool is already wide-spread within the individual contracting in the finance, management and governance. The Russian government discusses the possibilities to introduce this basic tool into public administration to assure the data safety, especially, to the creation and management of the State Registers, the Russian Association for Financial Technologies (FinTech Association) is established to help the digitalization process in the country. The FinTech Association produced the White Paper for Masterchain as a public resource for smart contracts can be used as an efficient tool not only for financial transactions or real estate register, but especially as a tool of the fast and secure processing of intellectual assets and exchange of ideas, providing high level of confidence for the knowledge transfer. The paper includes the theoretical exploration of digital economy concept with the new tools of cloud and fog computing, Masterchain and crypto-currencies, the regulation of knowledge within the new context. © 2017 IEEE."
"Zhang G., Sui H., Song Z., Hua F., Hua L.","Zhang, G., AWuhan Digital Engineering Institute, Wuhan, China; Sui, H., State Key Laboratory of Information Engineering in Surveying Mapping and Remote Sensing, College of Resources and Environment, Huazhong Agricultural University, Wuhan, China; Song, Z., State Key Laboratory of Information Engineering in Surveying Mapping and Remote Sensing, College of Resources and Environment, Huazhong Agricultural University, Wuhan, China; Hua, F., State Key Laboratory of Information Engineering in Surveying Mapping and Remote Sensing, College of Resources and Environment, Huazhong Agricultural University, Wuhan, China; Hua, L., State Key Laboratory of Information Engineering in Surveying Mapping and Remote Sensing, College of Resources and Environment, Huazhong Agricultural University, Wuhan, China",Automatic Registration Method of SAR and Optical Image Based on Line Features and Spectral Graph Theory,"Proceedings - 2017 2nd International Conference on Multimedia and Image Processing, ICMIP 2017",9.78E+12,nan,2017,2017-January,nan,10.1109/ICMIP.2017.49,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046252373&doi=10.1109%2fICMIP.2017.49&partnerID=40&md5=1924e97ff060b7a84396878c09368818,Institute of Electrical and Electronics Engineers Inc.,"2nd International Conference on Multimedia and Image Processing, ICMIP 2017",4,optical image; registration; SAR image; spectral graph theory; voronoi diagram,English,Scopus,"Focusing on the automatic image registration problem of SAR and optical image because of the inconsistency of radiometric and geometric properties, a new algorithm based on line features and spectral graph matching is presented in this paper. Firstly, different edge detectors are employed to detect the line segments in both optical and SAR images respectively. With the random sampling consensus method, corresponding point pairs are found with these candidate points. Then voronoi diagrams are generated from two point sets. Finally, combined with spectral graph theory, the corresponding features can be obtained. Experimental results show the proposed method is more insensitive than traditional registration methods, as well as high precision performance. © 2017 IEEE."
"Bragadeesh S.A., Umamakeswari A.","Bragadeesh, S.A., School of Computing, SASTRA Deemed to be University, Thanjavur, 613401, India; Umamakeswari, A., School of Computing, SASTRA Deemed to be University, Thanjavur, 613401, India",Role of blockchain in the Internet-of-Things (IoT),International Journal of Engineering and Technology(UAE),nan,nan,2018,7,2,10.14419/ijet.v7i2.24.12011,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046356305&doi=10.14419%2fijet.v7i2.24.12011&partnerID=40&md5=777a3f24d573999a7eda703dbe8c738a,Science Publishing Corporation Inc,nan,4,Blockchain; Internet of Things,English,Scopus,"The proliferation of Internet of Things (IoT) has brought about a myriad of applications to life which range from smart homes, smart energy, smart buildings, smart cities to almost smart everything. This has been made possible by fully exploiting the services of cloud infrastructure, communication technologies, improved sensing devices and advancements in embedded devices which helps in incorporating intelligence even on tiniest of chips. Blockchain is a decentralised distributed approach that can facilitate management, control and also provide security. The application of blockchain is not restricted to cryptocurrency and security. It is perceived that Blockchain in Convergence with Artificial Intelligence, Cognitive Computing and Mobile Edge Computing can provide numerous prospects for framing solutions for IoT. Any application or system which deploys a IoT network can make use of Blockchain to achieve simplicity, transparency, security and cost efficiency. This paper tries to identify some key areas in which Blockchain can be used to exploit the IoT infrastructure and overcome the challenges faced. Few possible application domains in which blockchain can revolutionize the outcomes have been highlighted. A real-time case study in which Blockchain has been used to provide valuable benefits is discussed. © 2018 Authors."
"Karnik T., Kurian D., Aseron P., Dorrance R., Alpman E., Nicoara A., Popov R., Azarenkov L., Moiseev M., Zhao L., Ghosh S., Misoczki R., Gupta A., Akhila M., Muthukumar S., Bhandari S., Satish Y., Jain K., Flory R., Kanthapanit C., Quijano E., Jackson B., Luo H., Kim S., Vaidya V., Elsherbini A., Liu R., Sheikh F., Tickoo O., Klotchkov I., Sastry M., Sun S., Bhartiya M., Srinivasan A., Hoskote Y., Wang H., De V.","Karnik, T., Intel, Hillsboro, OR, United States; Kurian, D., Intel, Bangalore, India; Aseron, P., Intel, Hillsboro, OR, United States; Dorrance, R., Intel, Hillsboro, OR, United States; Alpman, E., Intel, Hillsboro, OR, United States; Nicoara, A., Intel, Hillsboro, OR, United States; Popov, R., Intel, Hillsboro, OR, United States; Azarenkov, L., Intel, Hillsboro, OR, United States; Moiseev, M., Intel, Hillsboro, OR, United States; Zhao, L., Intel, Hillsboro, OR, United States; Ghosh, S., Intel, Hillsboro, OR, United States; Misoczki, R., Intel, Hillsboro, OR, United States; Gupta, A., Intel, Bangalore, India; Akhila, M., Intel, Bangalore, India; Muthukumar, S., Intel, Bangalore, India; Bhandari, S., Intel, Bangalore, India; Satish, Y., Intel, Bangalore, India; Jain, K., Intel, Bangalore, India; Flory, R., Intel, Hillsboro, OR, United States; Kanthapanit, C., Intel, Hillsboro, OR, United States; Quijano, E., Intel, Guadalajara, Mexico; Jackson, B., Intel, Hillsboro, OR, United States; Luo, H., Intel, Santa Clara, CA, United States; Kim, S., Intel, Hillsboro, OR, United States; Vaidya, V., Intel, Hillsboro, OR, United States; Elsherbini, A., Intel, Chandler, AZ, United States; Liu, R., Intel, Hillsboro, OR, United States; Sheikh, F., Intel, Hillsboro, OR, United States; Tickoo, O., Intel, Hillsboro, OR, United States; Klotchkov, I., Intel, Hillsboro, OR, United States; Sastry, M., Intel, Hillsboro, OR, United States; Sun, S., Intel, Hillsboro, OR, United States; Bhartiya, M., Intel, Bangalore, India; Srinivasan, A., Intel, Hillsboro, OR, United States; Hoskote, Y., ARM, Austin, TX, United States; Wang, H., Intel, Santa Clara, CA, United States; De, V., Intel, Hillsboro, OR, United States",A cm-scale self-powered intelligent and secure IoT edge mote featuring an ultra-low-power SoC in 14nm tri-gate CMOS,Digest of Technical Papers - IEEE International Solid-State Circuits Conference,9.78E+12,nan,2018,61,nan,10.1109/ISSCC.2018.8310176,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046475728&doi=10.1109%2fISSCC.2018.8310176&partnerID=40&md5=f6b0538761fc1f732224c493da63f865,Institute of Electrical and Electronics Engineers Inc.,"65th IEEE International Solid-State Circuits Conference, ISSCC 2018",3,nan,English,Scopus,"Energy efficiency, performance and security of compact, self-powered, smart, secure and connected motes at the edge of IoT are critical for realizing intelligent, robust and sustainable end-to-end cyberphysical systems that deliver compelling new capabilities based on big data analytics. Integrated ultra-low-power compute [1] and wireless connectivity [2], neural-network-based inference accelerators [3], energy-efficient and compact multi-sensing front end and crypto engines, high density and low leakage embedded memory, and fine-grain power management are essential ingredients of the mote SoC. © 2018 IEEE."
"Pan J., Yang Z.","Pan, J., University of Missouri, St. Louis, Saint Louis, MO, United States, Department of Mathematics and Computer Science, University of Missouri-St. Louis, St. Louis, MO  63121, United States; Yang, Z., Computer Science Department of University of California, Davis, CA  95616, United States, University of California, Davis Davis, CA, United States",Cybersecurity challenges and opportunities in the new “edge computing + iot” world,"SDN-NFVSec 2018 - Proceedings of the 2018 ACM International Workshop on Security in Software Defined Networks and Network Function Virtualization, Co-located with CODASPY 2018",9.78E+12,ACM SIGSAC,2018,2018-January,nan,10.1145/3180465.3180470,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052020281&doi=10.1145%2f3180465.3180470&partnerID=40&md5=440f2b43832a92fc0c4b1731a66bfa38,"Association for Computing Machinery, Inc","2018 ACM International Workshop on Security in Software Defined Networks and Network Function Virtualization, SDN-NFVSec 2018",4,Artificial Intelligence; Blockchain; Cybersecurity; Deep Learning; Edge computing; Internet of Things; IoT,English,Scopus,"The paradigm shift to the Internet of Things (IoT) and the emergence of the edge computing concept have brought huge potentials for various future IoT application scenes such as smart home, smart transportation, smart health, smart grids, and smart energy. It also brings a series of new Cybersecurity challenges. We envision that many new research and innovation opportunities will emerge in the conjunction of “Cybersecurity + edge computing + IoT + AI”. In this article, we will discuss the major new Cybersecurity challenges and the related opportunities in such a vision. © 2018 Association for Computing Machinery."
"Chandu Y., Rakesh Kumar K.S., Prabhukhanolkar N.V., Anish A.N., Rawal S.","Chandu, Y., PES Institute of Technology, India; Rakesh Kumar, K.S., PES Institute of Technology, India; Prabhukhanolkar, N.V., PES Institute of Technology, India; Anish, A.N., PES Institute of Technology, India; Rawal, S., PES Institute of Technology, India",Design and implementation of hybrid encryption for security of IOT data,"Proceedings of the 2017 International Conference On Smart Technology for Smart Nation, SmartTechCon 2017",9.78E+12,nan,2018,nan,nan,10.1109/SmartTechCon.2017.8358562,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048032293&doi=10.1109%2fSmartTechCon.2017.8358562&partnerID=40&md5=2d6c652d5552f5de7e517d2fc54dded2,Institute of Electrical and Electronics Engineers Inc.,"2017 International Conference On Smart Technology for Smart Nation, SmartTechCon 2017",4,AES; Cloud security; FPGA; Hybrid algorithm; IOT; Key; RSA,English,Scopus,"The world is moving towards an interconnected, inter-reliant and ever-growing technology era. Internet of Things (IOT) plays vital role in this aspect, since everything is convolving to cloud based storage and distant point access. Integrity and confidentiality of the information is the next big challenge for IOT. Information generated by the edge device, regardless of the methodology of obtaining, lacks the security in transmitting it to the cloud. In this paper, a hybrid and secure algorithm is proposed for the transmission and storing of the data in the cloud. The proposed algorithm enables the edge device to encrypt the data generated using Advanced Encryption Standard(AES) before transmitting to cloud. The key of the AES is encrypted by using RSA crypto system. The RSA encrypted key is exchanged with the authorized person via electronic mail. The encryption at the edge device is carried out on Field Programmable Gate Array(FPGA) in order make the system independent stand-Alone cryptosystem. We implemented the proposed design on Xilinx SPARTAN-6, and verified the result using the synthesis tool of Xilinx ISE-Design 14.5 software. The RSA encryption and decryption is processed on MATLAB by the sender and the receiver respectively. © 2017 IEEE."
Psaras I.,"Psaras, I., University College London, United Kingdom",Decentralised edge-computing and IoT through distributed trust,"MobiSys 2018 - Proceedings of the 16th ACM International Conference on Mobile Systems, Applications, and Services",9.78E+12,"ACM Special Interest Group on Mobility of Systems, Users, Data and Computing (SIGMOBILE);ACM Special Interest Group on Operating Systems (SIGOPS)",2018,nan,nan,10.1145/3210240.3226062,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051513655&doi=10.1145%2f3210240.3226062&partnerID=40&md5=60f4921cf1959c0d6a704ca6f7da0e5d,"Association for Computing Machinery, Inc","16th ACM International Conference on Mobile Systems, Applications, and Services,MobiSys 2018",3,Blockchain; Distributed trust; Edge-Computing; Programmable privacy,English,Scopus,"The emerging Internet of Things needs edge-computing - this is an established fact. In turn, edge computing needs infrastructure decentralisation. What is not necessarily established yet is that infrastructure decentralisation needs a distributed model of Internet governance and decentralised trust schemes. We discuss the features of a decentralised IoT and edge-computing ecosystem and list the components that need to be designed, as well the challenges that need to be addressed. © 2018 Copyright held by the owner/author(s)."
"Lu W., Shuai J., Gu S., Xue J.","Lu, W., General Electric, Digital, Shanghai, China; Shuai, J., Healthcare, General Electric Shanghai, China; Gu, S., Healthcare, General Electric Shanghai, China; Xue, J., Healthcare, General Electric WauwatosaWI, United States",Method to Annotate Arrhythmias by Deep Network,"Proceedings - IEEE 2018 International Congress on Cybermatics: 2018 IEEE Conferences on Internet of Things, Green Computing and Communications, Cyber, Physical and Social Computing, Smart Data, Blockchain, Computer and Information Technology, iThings/GreenCom/CPSCom/SmartData/Blockchain/CIT 2018",9.78E+12,IEEE Computer Society,2018,nan,nan,10.1109/Cybermatics_2018.2018.00307,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067840602&doi=10.1109%2fCybermatics_2018.2018.00307&partnerID=40&md5=a2efce22b8f75b745439692b5877628c,Institute of Electrical and Electronics Engineers Inc.,"11th IEEE International Congress on Conferences on Internet of Things, 14th IEEE International Conference on Green Computing and Communications, 11th IEEE International Conference on Cyber, Physical and Social Computing, 4th IEEE International Conference on Smart Data, 1st IEEE International Conference on Blockchain and 18th IEEE International Conference on Computer and Information Technology, iThings/GreenCom/CPSCom/SmartData/Blockchain/CIT 2018",4,nan,English,Scopus,"This study targets to automatically annotate on arrhythmia by deep network. The investigated types include sinus rhythm, asystole (Asys); supraventricular tachycardia (Tachy); ventricular flutter or fibrillation (VF/VFL); ventricular tachycardia (VT). Methods: 13s limb lead ECG chunks from MIT malignant ventricular arrhythmia database (VFDB) and MIT normal sinus rhythm database were partitioned into subsets for 5-fold cross validation. These signals were resampled to 200Hz, filtered to remove baseline wandering, projected to 2D gray spectrum and then fed into a deep network with brand-new structure. In this network, a feature vector for a single time point was retrieved by residual layers, from which latent representation was extracted by variational autoencoder (VAE). These front portions were trained to meet a certain threshold in loss function, then fixed while training procedure switched to remaining bidirectional recurrent neural network (RNN), the very portions to predict an arrhythmia category. Attention windows were polynomial lumped on RNN outputs for learning from details to outlines. And over sampling was employed for imbalanced data. The trained model was wrapped into docker image for deployment in edge or cloud. Conclusion: Promising sensitivities were achieved in four arrhythmias and good precision rates in two ventricular arrhythmias were also observed. Moreover, it was proven that latent representation by VAE, can significantly boost the speed of convergence and accuracy. © 2018 IEEE."
"Fishman J.A., Greenwald M.","Fishman, J.A., Massachusetts General Hospital Transplantation Center, Transplant Infectious Disease & Compromised Host Program, Massachusetts General Hospital, Harvard Medical School, Boston, MA, United States; Greenwald, M., Uniformed Services University School of Medicine, Silver Spring, MD, United States",Innovation in organ transplantation: A meeting report,American Journal of Transplantation,nan,nan,2018,18,8,10.1111/ajt.14928,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047745867&doi=10.1111%2fajt.14928&partnerID=40&md5=635e649c0b29cc4f1dbf62c8249b8e42,Blackwell Publishing Ltd,nan,4,clinical research/practice; ethics and public policy; informatics; law/legislation; organ allocation; Organ Procurement and Transplantation Network (OPTN); organ transplantation in general; quality of care/care delivery; Scientific Registry for Transplant Recipients (SRTR),English,Scopus,"This workshop targeted opportunities to stimulate transformative innovation in organ transplantation. Participants reached consensus regarding the following: (1) Mechanisms are needed to improve the coordination of policy and oversight activities, given overlapping responsibilities for transplantation and clinical investigation among federal agencies. Innovative clinical trials span traditional administrative boundaries and include stakeholders with diverse interests. Participants identified the need for a governmental interagency working group to coordinate nationwide transplant-related activities. (2) Improvements are required in clinical metrics for transplantation, with alignment of performance goals across transplantation organizations and any development of data requirements being consistent with those goals. Database coordination among clinical centers, organ procurement organizations, regulatory agencies, and payers would facilitate research and better inform policy. New data requirements should provide actionable insights into clinical performance. (3) Innovative research seen as potentially adversely affecting Program-Specific Reports may reduce centers’ participation. Cutting-edge research requires mitigation of risk-aversive behaviors created by reporting of clinical outcomes data. Participants proposed a new review process in advance of implementation of clinical trials to guide “carve-outs” of transplant center outcomes data from Program-Specific Reports. Clinical transplantation will be advanced by the development of a shared and comprehensive research agenda to facilitate coordination of research and policy. © 2018 The American Society of Transplantation and the American Society of Transplant Surgeons"
Pfaltz J.L.,"Pfaltz, J.L., University of Virginia, Charlottesville, VA, United States",An Algorithmic Approach to the Representation of Biological Information and Long-term Memory,"ACM-BCB 2018 - Proceedings of the 2018 ACM International Conference on Bioinformatics, Computational Biology, and Health Informatics",9.78E+12,ACM SIGBio,2018,nan,nan,10.1145/3233547.3233679,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056076515&doi=10.1145%2f3233547.3233679&partnerID=40&md5=841fabd02f42b81900519d2af9885a33,"Association for Computing Machinery, Inc","9th ACM International Conference on Bioinformatics, Computational Biology, and Health Informatics, ACM-BCB 2018",2,Chordless cycles; Closure; Consolidation; Long-term memory; Matroid; Neural network; Recall,English,Scopus,"Any concept of a long-term, relatively permanent, memory must include a mechanism for encoding episodic experiences into some appropriate format and later retrieving and recreating a reasonable approximation of the original ""episode"". Psychologists commonly call these processes ""consolidation"" and ""recall"" [8]. In this paper, we present two computable functions tht closely imitate these processes. Of necessity, we must posit a recording format. It will consist of a system of cycles which support very high information content and are, furthermore, commonly found as protein polymer structures within the membranes of all our cells. There seems to be consensus that our sensations, ideas, and memories are really just active networks of neurons in our brains [17]. We have a good idea where in the brain specific kinds of mental activity occur, e.π. [4, 10] But, to our knowledge, no one has any idea as to what kinds of networks correspond to any specific sensation, concept or memory. We represent these networks as undirected graphs (N,E) where N is a set of nodes, or neurons, and E is the set of connections, or edges. The concept of neighborhood, that is those nodes, or neurons, connected to a specific node y and denoted y.n, is central to our approach A node y is said to be closed if there is no node z ∈ y.n such that z.n ⊆ y.n. If we assume that information is represented by such neighborhood connections, then z can represent no more information than y, and its neighborhood. We say its role can be subsumed by y, and thus deleted with little loss of information. A network in which every node y is closed is said to be irreducible. © 2018 Authors."
"Kim J.-Y., Moon S.-M.","Kim, J.-Y., Dept. of Electrical and Computer Engineering, Seoul National University, Seoul, South Korea; Moon, S.-M., Dept. of Electrical and Computer Engineering, Seoul National University, Seoul, South Korea",(Poster) blockchain-based edge computing for deep neural network applications,ACM International Conference Proceeding Series,9.78E+12,nan,2018,nan,nan,10.1145/3285017.3285027,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058665701&doi=10.1145%2f3285017.3285027&partnerID=40&md5=49769ea9917f80f3e345c4745dfcb314,Association for Computing Machinery,"2018 Workshop on INTelligent Embedded Systems Architectures and Applications, INTESA 2018",3,Blockchain; Deep Learning; Deep Neural Network; Edge Computing; Machine Learning; Offloading,English,Scopus,"Deep neural network (DNN) applications require heavy computations, so an embedded device with limited hardware such as an IoT device cannot run the apps by itself. One solution is to offload DNN computations from the client device to nearby edge servers [1] to request an execution of the DNN computations with their powerful hardware. However, there are several issues with the solution. One is an availability issue that how we can provide the edge server with some incentives to run the client' apps. The other is a scalability issue that how we can use more servers when there are more DNN requests. Finally, there is an integrity issue that how the client can trust the result coming from anonymous edge servers. We think the blockchain technology can solve these issues to make edge computing more practical. This paper proposes a novel architecture for DNN edge computing based on the blockchain technology. Existing blockchains such as Ethereum do not support execution of a complex program, so we propose a modified blockchain structure and protocol to overcome the limitation. © 2018 Association for Computing Machinery."
